X,Y,OBJECTID,SCHID,NAME,ADDRESS,TOWN_MAIL,TOWN,ZIPCODE,PHONE,GRADES,TYPE,TYPE_DESC,TYPE_DESC2,DIST_NAME,DIST_CODE,MA_ADDR_ID
115230.059799999,873689.923799999,1245,02810075,Frank H Freedman School,90 Cherokee Drive,Springfield,SPRINGFIELD,01109,413-787-7443,"K,01,02,03,04,05",ELE,Public Elementary,,Springfield,02810000,569240
224080.353600003,899472.794399999,1246,02070505,Newton North High School,457 Walnut Street,Newtonville,NEWTON,02460,617-559-6200,"09,10,11,12",SEC,Public Secondary,,Newton,02070000,2752436
116364.853,874254.104400001,1247,02810068,Glickman Elementary School,120 Ashland Avenue,Springfield,SPRINGFIELD,01119,413-750-2756,"K,01,02,03,04,05",ELE,Public Elementary,,Springfield,02810000,560186
247502.423,943922.634599999,1248,07730505,Triton Regional High School,112 Elm Street,Byfield,NEWBURY,01922,978-462-8171,"09,10,11,12",SEC,Public Secondary,,Triton,07730000,2810818
62812.7070000023,915060.096,1249,00700815,St. Agnes Academy,30 Carson Avenue,Dalton,DALTON,01226,413-684-3143,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,155178
264566.548799999,834554.330400001,1250,03100017,Minot Forest School,4 Viking Drive,Wareham,WAREHAM,02571,508-291-3555,"03,04",ELE,Public Elementary,,Wareham,03100000,4175056
103884.414399996,873194.109,1251,03320040,Tatham School,61 Laurel Road,West Springfield,WEST SPRINGFIELD,01089,413-263-3330,"K,01,02,03,04,05",ELE,Public Elementary,,West Springfield,03320000,898379
247502.423,943922.634599999,1252,07730405,Triton Regional Middle School,112 Elm Street,Byfield,NEWBURY,01922,978-463-5845,"07,08",MID,Public Middle,,Triton,07730000,2810818
320579.678599998,832635.104200002,1253,00410825,The Laurel School,1436 Long Pond Road,Brewster,BREWSTER,02631,508-896-4934,"PK,K,01,02,03,04,05",PRI,Private,,,,2278372
216687.67,894906.386,1254,03170048,Sprague Elementary School,401 School Street,Wellesley,WELLESLEY,02482,781-263-1965,"K,01,02,03,04,05",ELE,Public Elementary,,Wellesley,03170000,3011967
232767.8706,881529.641600002,1255,08060605,Blue Hills Regional Technical School,800 Randolph Street,Canton,CANTON,02021,781-828-5800,"09,10,11,12",VOC,Public Voc/Tech/Ag Reg'l HS,,Blue Hills RVT,08060000,2435900
240902.546,877669.352600001,1256,01330018,John F Kennedy School,245 South Franklin Street,Holbrook,HOLBROOK,02343,781-767-4600,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Holbrook,01330000,2509817
201438.603200004,935844.844599999,1257,06730005,Swallow Union Elementary School,522 Main Street,Dunstable,DUNSTABLE,01827,978-649-7281,"K,01,02,03,04",ELE,Public Elementary,,Groton-Dunstable,06730000,1308318
120215.655,880631.979600001,1258,01610505,Ludlow Senior High School,500 Chapin Street,Ludlow,LUDLOW,01056,413-589-9001,"09,10,11,12",SEC,Public Secondary,,Ludlow,01610000,718068
267609.082599998,929530.1888,1259,01070505,Gloucester High School,32 Leslie O. Johnson Road,Gloucester,GLOUCESTER,01930,978-281-9870,"09,10,11,12",SEC,Public Secondary,,Gloucester,01070000,3391803
263301.773599997,855426.537599999,1260,01450820,Sacred Heart High School,399 Bishops Highway,Kingston,KINGSTON,02364,781-585-7511,"07,08,09,10,11,12",PRI,Private,,,,3469534
175550.049599998,891566.474599998,1261,03480805,The Nativity School of Worcester,67 Lincoln Street,Worcester,WORCESTER,01605,508-799-0100,"05,06,07,08",PRI,Private,,,,1393360
117244.189599998,872523.886,1125,02810330,M. Marcus Kiley Middle School,180 Cooley Street,Springfield,SPRINGFIELD,01128,413-787-7240,"06,07,08",MID,Public Middle,,Springfield,02810000,601323
213558.317199998,933559.0746,1126,01600010,Joseph McAvinnue School,131 Mammoth Road,Lowell,LOWELL,01854,978-937-2871,"PK,K,01,02,03,04",ELE,Public Elementary,,Lowell,01600000,4213232
166603.283600003,889283.247200001,1127,01510505,Leicester High School,174 Paxton Street,Leicester,LEICESTER,01524,508-892-7030,"09,10,11,12",SEC,Public Secondary,,Leicester,01510000,1197110
208395.442199998,891209.584600002,1128,01000055,Harmony Grove Elementary,169 Leland Street,Framingham,FRAMINGHAM,01702,508-626-9164,"K,01,02,03,04,05",ELE,Public Elementary,,Framingham,01000000,4139344
232064.705799997,875556.37,1129,02850405,O'Donnell Middle School,211 Cushing Street,Stoughton,STOUGHTON,02072,781-344-7002,"06,07,08",MID,Public Middle,,Stoughton,02850000,45776
189950.635399997,897392.8442,1130,02130820,St. Bernadette School,266 Main Street,Northborough,NORTHBOROUGH,01532,508-351-9905,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,1719909
171717.732,891198.2212,1131,03480052,Chandler Magnet School,525 Chandler Street,Worcester,WORCESTER,01602,508-799-3452,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1414424
105790.119400002,873194.442600001,1132,03320030,Mittineague School,26 Second Street,West Springfield,WEST SPRINGFIELD,01089,413-263-3327,"01,02,03,04,05",ELE,Public Elementary,,West Springfield,03320000,894477
226086.228600003,908477.375599999,1133,00100850,Arlington Heights Nursery School,127 Lowell Street,Arlington,ARLINGTON,02474,781-646-8499,PK,PRI,Private,,,,1274454
176295.266800001,889589.454599999,1134,03480115,Grafton Street School,311 Grafton Street,Worcester,WORCESTER,01604,508-799-3478,"K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1369426
299502.567599997,824191.220800001,1135,00200805,Academy of Early Learning,465 Falmouth Road,Hyannis,BARNSTABLE,02601,508-790-8104,"PK,K,01,02,03",PRI,Private,,,,4232587
110961.467799999,929890.906,1136,01140846,Stoneleigh Burnham School,574 Bernardston Road,Greenfield,GREENFIELD,01301,413-774-2711,"07,08,09,10,11,12",PRI,Private,,,,215390
158626.451399997,871266.4738,1137,02770825,Viewpoint Christian Academy,26 Ellis Road,Southbridge,SOUTHBRIDGE,01550,508-764-2219,"K,01,02,03,04,05,06,08,10,11,12",PRI,Private,,,,1038723
112211.147399999,898130.732799999,1138,01170860,Hartsbrook School,193 Bay Road,Hadley,HADLEY,01035,413-586-1908,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,249054
242362.678800002,903157.91,1139,03460020,Arthur T Cummings Elementary School,40 Hermon Street,Winthrop,WINTHROP,02152,617-846-5543,"03,04,05",ELE,Public Elementary,,Winthrop,03460000,3589171
171886.093599997,890727.645399999,1140,03480175,May Street School,265 May Street,Worcester,WORCESTER,01602,508-799-3520,"K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1393474
96953.1514,875665.172800001,1141,03250815,St. Mary High School,27 Bartlett Street,Westfield,WESTFIELD,01085,413-568-5692,"09,10,11,12",PRI,Private,,,,975001
173472.611400001,893862.085200001,1142,03480200,Nelson Place School,35 Nelson Place,Worcester,WORCESTER,01605,508-799-3506,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1387177
224725.630599998,882885.597199999,1143,02200805,St. Catherine Of Siena School,249 Nahatan Street,Norwood,NORWOOD,02062,781-769-5354,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3101117
222323.777400002,870142.277199998,1144,00990825,The Sage School,171 Mechanic Street,Foxborough,FOXBOROUGH,02035,508-543-9619,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,2493729
195884.507399999,899685.505600002,1145,01700810,Immaculate Conception School,25 Washington Court,Marlborough,MARLBOROUGH,01752,508-460-3400,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,1616675
201683.563199997,926543.051,1146,03260007,Day Elementary School,75 East Prescott Street,Westford,WESTFORD,01886,978-692-5591,"03,04,05",ELE,Public Elementary,,Westford,03260000,1472898
193601.347800002,929519.517,1147,06730010,Florence Roche School,342 Main Street,Groton,GROTON,01450,978-448-6665,"K,01,02,03,04",ELE,Public Elementary,,Groton-Dunstable,06730000,1095376
326777.947400004,844581.395399999,1148,00850005,Eastham Elementary School,200 Schoolhouse Road,Eastham,EASTHAM,02642,508-255-0808,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Eastham,00850000,2208793
225159.0744,856728.775,1149,02180505,Norton High School,66 West Main Street,Norton,NORTON,02766,508-285-0160,"09,10,11,12",SEC,Public Secondary,,Norton,02180000,3118900
226181.459799998,908479.361400001,1150,00100812,New Covenant School,9 Westminister Avenue,Arlington,ARLINGTON,02474,781-643-5511,"K,01,02,03,04,05,06",PRI,Private,,,,1269355
244886.4344,869932.648400001,1151,07800310,Whitman Middle School,101 Corthell Avenue,Whitman,WHITMAN,02382,781-618-7035,"06,07,08",MID,Public Middle,,Whitman-Hanson,07800000,3206308
249589.868600003,925370.503199998,1152,00300820,North Shore Christian School - Beacon Campus,35 Conant Street,Beverly,BEVERLY,01915,978-921-2888,"PK,K,01,02,03,04,05",PRI,Private,,,,30521
232216.694799997,904125.919799998,1153,02740825,St. Catherine Of Genoa School,192 Summer Street,Somerville,SOMERVILLE,02143,617-666-9116,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3226049
230508.829,903471.5024,1154,00490917,St. Peter Elementary School,96 Concord Avenue,Cambridge,CAMBRIDGE,02138,617-547-0101,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3610619
252265.184799999,837488.502799999,1155,08550605,Old Colony Regional Vocational Technical High School,476 North Avenue,Rochester,ROCHESTER,02770,508-763-8011,"09,10,11,12",VOC,Public Voc/Tech/Ag Reg'l HS,,Old Colony RVT,08550000,3161942
223171.161600001,908152.623199999,1156,01550008,Bowman School,9 Philip Road,Lexington,LEXINGTON,02421,781-861-2500,"K,01,02,03,04,05",ELE,Public Elementary,,Lexington,01550000,2538480
60114.4637999982,939590.878600001,1157,03410830,Pine Cobble School,163 Gale Road,Williamstown,WILLIAMSTOWN,01267,413-458-4680,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,951952
207428.04,924431.552200001,1158,08520605,Nashoba Valley Technical High School,100 Littleton Road,Westford,WESTFORD,01886,978-692-4711,"09,10,11,12",VOC,Public Voc/Tech/Ag Reg'l HS,,Nashoba Valley RVT,08520000,1472693
111263.904399998,884665.822799999,1159,00610050,Fairview Elementary School,26 Memorial Avenue,Chicopee,CHICOPEE,01020,413-594-3501,"K,01,02,03,04,05",ELE,Public Elementary,,Chicopee,00610000,133043
112710.511600003,874144.5088,1160,02810085,Homer Street School,43 Homer Street,Springfield,SPRINGFIELD,01109,413-787-7526,"K,01,02,03,04,05",ELE,Public Elementary,,Springfield,02810000,594799
260384.93,883598.117,1161,02640505,Scituate High School,606 Chief Justice Cushing Highway,Scituate,SCITUATE,02066,781-545-8750,"09,10,11,12",SEC,Public Secondary,,Scituate,02640000,3773419
59645.4439999983,940486.21,1162,03410890,Buxton School,291 South Street,Williamstown,WILLIAMSTOWN,01267,413-458-3919,"09,10,11,12",PRI,Private,,,,951539
269742.737599999,930290.908,1163,01070045,Veterans Memorial School,11 Webster Street,Gloucester,GLOUCESTER,01930,978-281-9820,"K,01,02,03,04,05",ELE,Public Elementary,,Gloucester,01070000,3386060
46256.9398000017,905135.248399999,1164,02490005,Richmond Consolidated School,1831 State Road,Richmond,RICHMOND,01254,413-698-2207,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Richmond,02490000,721937
240927.661,886534.077,1165,00400805,Archbishop Williams High School,80 Independence Avenue,Braintree,BRAINTREE,02184,781-843-3636,"09,10,11,12",PRI,Private,,,,2403316
97200.7123999968,875310.869,1166,03250003,Fort Meadow Early Childhood Center,35 White Street,Westfield,WESTFIELD,01085,413-572-6422,PK,ELE,Public Elementary,,Westfield,03250000,971905
191928.6712,927164.461,1167,01150815,Groton School,282 Farmers Row,Groton,GROTON,01450,978-448-3363,"08,09,10,11,12",PRI,Private,,,,4266110
222593.0242,846109.628800001,1168,02470805,Cedar Brook SDA School,24 Ralsie Road,Rehoboth,REHOBOTH,02769,508-252-3930,"PK,K,01,02,03,04,05,06,07",PRI,Private,,,,3159286
206990.705799997,907244.987399999,1169,02880010,Josiah Haynes School,169 Haynes Road,Sudbury,SUDBURY,01776,978-443-1093,"K,01,02,03,04,05",ELE,Public Elementary,,Sudbury,02880000,1640953
155546.461199999,870199.005399998,1170,02770830,Trinity Catholic Academy,11 Pine Street,Southbridge,SOUTHBRIDGE,01550,508-765-5991,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,1036318
225430.540399998,895556.957400002,1171,02070320,Oak Hill Middle School,130 Wheeler Road,Newton Centre,NEWTON,02459,617-559-9200,"06,07,08",MID,Public Middle,,Newton,02070000,2734010
116794.262,904269.635400001,1172,06050405,Amherst Regional Middle School,170 Chestnut Street,Amherst,AMHERST,01002,413-362-1800,"07,08",MID,Public Middle,,Amherst-Pelham,06050000,765575
229994.222,902413.396600001,1173,00490810,Buckingham Browne Nichols School,80 Gerrys Landing Road,Cambridge,CAMBRIDGE,02138,617-547-6100,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,3611205
225571.251199998,895452.878600001,1174,02070310,Charles E Brown Middle School,125 Meadowbrook Road,Newton Centre,NEWTON,02459,617-559-6900,"06,07,08",MID,Public Middle,,Newton,02070000,2741811
232186.917199999,867209.433400001,1175,00880505,Oliver Ames High School,100 Lothrop Street,North Easton,EASTON,02356,508-230-3210,"09,10,11,12",SEC,Public Secondary,,Easton,00880000,2480555
204646.221799999,883909.479400001,1176,01360505,Holliston High School,370 Hollis Street,Holliston,HOLLISTON,01746,508-429-0677,"09,10,11,12",SEC,Public Secondary,,Holliston,01360000,2515632
227013.119800001,940793.6338,1177,01490075,John K Tarbox School,59 Alder Street,Lawrence,LAWRENCE,01841,978-975-5983,"01,02,03,04,05",ELE,Public Elementary,,Lawrence,01490000,2122419
114507.228600003,897227.8024,1178,00080860,School to Farm Program,893 West Street,Amherst,AMHERST,01002,413-559-5670,11,PRI,Private,,,,4212427
230074.507,911247.474599998,1179,03440005,Lincoln Elementary School,161 Mystic Valley Parkway,Winchester,WINCHESTER,01890,781-721-7017,"K,01,02,03,04,05",ELE,Public Elementary,,Winchester,03440000,3000353
274913.029,801728.029599998,1180,02960825,Vineyard Montessori School,286 Main Street,Vineyard Haven,TISBURY,02568,508-693-4090,"PK,K,01,02",PRI,Private,,,,1747321
253731.154799998,924470.781399999,1181,00300835,Waring School,35 Standley Street,Beverly,BEVERLY,01915,978-927-8793,"06,07,08,09,10,11,12",PRI,Private,,,,30676
107308.026799999,883839.3202,1182,01370505,Holyoke High School,500 Beech Street,Holyoke,HOLYOKE,01040,413-534-2020,"09,10,11,12",SEC,Public Secondary,,Holyoke,01370000,235548
214667.300800003,932904.538600001,1183,01600080,Charlotte M Murkland Elementary School,350 Adams Street,Lowell,LOWELL,01854,978-937-2826,"PK,K,01,02,03,04",ELE,Public Elementary,,Lowell,01600000,1988222
240814.901199996,884300.481600001,1301,00400821,Thayer Academy,745 Washington Street,Braintree,BRAINTREE,02184,781-843-3580,"06,07,08,09,10,11,12",PRI,Private,,,,2403253
175938.966,891083.772,1302,03480930,Venerini Academy,23 Edward Street,Worcester,WORCESTER,01605,508-753-3210,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,1379251
185014.858400002,874084.805399999,1303,02140001,Northbridge Elementary School,21 Crescent Street,Whitinsville,NORTHBRIDGE,01588,508-234-8161,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Northbridge,02140000,4213476
107278.119599998,873684.058800001,1304,03320007,Philip G Coburn School,115 Southworth Street,West Springfield,WEST SPRINGFIELD,01089,413-263-3318,"K,01,02,03,04,05",ELE,Public Elementary,,West Springfield,03320000,900406
251099.776799999,930251.323199999,1305,06750010,Cutler School,237 Asbury Street,South Hamilton,HAMILTON,01982,978-468-5330,"K,01,02,03,04,05",ELE,Public Elementary,,Hamilton-Wenham,06750000,2506587
209718.771,908762.409400001,1306,00670030,Willard School,185 Powder Mill Road,Concord,CONCORD,01742,978-318-1340,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Concord,00670000,2353827
223637.932400003,900875.055799998,1307,02070315,F.A. Day Middle School,21 Minot Place,Newtonville,NEWTON,02460,617-559-9100,"06,07,08",MID,Public Middle,,Newton,02070000,2742546
275821.659,813456.502799999,1308,00960015,Teaticket School,45 Maravista Avenue Extension,East Falmouth,FALMOUTH,02536,508-548-1550,"PK,K,01,02,03,04",ELE,Public Elementary,,Falmouth,00960000,1336635
246175.348399997,885535.459600002,1309,03360887,South Shore Christian School,45 Broad Street,East Weymouth,WEYMOUTH,02188,781-331-4340,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,3489289
224778.0462,910578.211199999,1310,01550001,Lexington Children's Place,328 Lowell Street,Lexington,LEXINGTON,02420,781-860-5823,PK,ELE,Public Elementary,,Lexington,01550000,2536246
225181.742,941091.805799998,1311,01810835,The Islamic Academy,125 Oakland Avenue,Methuen,METHUEN,01844,978-975-7335,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,2062363
197265.342399999,901767.7344,1312,01700030,Charles Jaworek School,444 Hosmer Street,Marlborough,MARLBOROUGH,01752,508-460-3506,"K,01,02,03,04,05",ELE,Public Elementary,,Marlborough,01700000,1615606
231224.820600003,898343.985,1313,00460040,Pierce School,50 School Street,Brookline,BROOKLINE,02446,617-730-2583,"K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Brookline,00460000,3316604
234656.895400003,916786.535399999,1314,03050810,St. Joseph Elementary School,15 Gould Street,Wakefield,WAKEFIELD,01880,781-245-2081,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,2868242
111104.142200001,925457.383200001,1315,01140805,The Center School,71 Montague City Road,Greenfield,GREENFIELD,01301,413-773-1700,"K,01,02,03,04,05,06,07,08,09",PRI,Private,,,,218461
233323.622699998,904075.228599999,1316,02740120,Winter Hill Community School,81 Highland Avenue,Somerville,SOMERVILLE,02143,617-629-5680,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Somerville,02740000,3222555
212646.765,893495.803,1317,01980810,Walnut Hill School for the Arts,12 Highland Street,Natick,NATICK,01760,508-653-4312,"09,10,11,12",PRI,Private,,,,1665053
143190.194,885786.977600001,1318,07780505,Quaboag Regional High School,284 Old West Brookfield Road,Warren,WARREN,01083,413-436-5991,"09,10,11,12",SEC,Public Secondary,,Quaboag,07780000,999165
166581.152,889034.077199999,1319,01510015,Leicester Middle School,70 Winslow Avenue,Leicester,LEICESTER,01524,508-892-7055,"05,06,07,08",MID,Public Middle,,Leicester,01510000,1194560
232869.948600002,913728.4604,1320,02840030,South School,11 Summer Street,Stoneham,STONEHAM,02180,781-279-3880,"PK,K,01,02,03,04",ELE,Public Elementary,,Stoneham,02840000,2613592
231305.194399998,898447.3116,1341,00460830,St. Mary of the Assumption School,75 Harvard Street,Brookline,BROOKLINE,02445,617-566-7184,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3319533
216882.856200002,923694.156399999,1342,00310007,Frederick J Dutile School,10 Biagiotti Way,North Billerica,BILLERICA,01862,978-528-8530,"K,01,02,03,04",ELE,Public Elementary,,Billerica,00310000,2359882
240186.374799997,863480.7982,1343,03230005,Spring Street School,2 Spring Street,West Bridgewater,WEST BRIDGEWATER,02379,508-894-1230,"PK,K",ELE,Public Elementary,,West Bridgewater,03230000,2908783
160805.615800001,926309.187600002,1344,01030405,Gardner Middle School,297 Catherine Street,Gardner,GARDNER,01440,978-632-1603,"05,06,07",MID,Public Middle,,Gardner,01030000,1103546
193324.014600001,916265.8004,1345,01250005,Hildreth Elementary School,27 Massachusetts Avenue,Harvard,HARVARD,01451,978-456-4145,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Harvard,01250000,1315902
113253.766,928215.807599999,1346,06740050,Sheffield Elementary School,43 Crocker Avenue,Turners Falls,MONTAGUE,01376,413-863-9326,"02,03,04,05",ELE,Public Elementary,,Gill-Montague,06740000,670625
263315.085,788242.107,1347,07740010,Chilmark Elementary School,8 State Road,Chilmark,CHILMARK,02535,508-645-2562,"K,01,02,03,04,05",ELE,Public Elementary,,Up-Island,07740000,1724028
193460.731399998,929636.568,1348,06730305,Groton Dunstable Regional Middle School,346 Main Street,Groton,GROTON,01450,978-448-6155,"05,06,07,08",MID,Public Middle,,Groton-Dunstable,06730000,1095107
108728.335600004,911724.645599999,1349,03370005,Whately Elementary School,273 Long Plain Road,Whately,WHATELY,01093,413-665-7826,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Whately,03370000,965702
292511.527199998,821886.4144,1350,00200830,Cape Cod Academy,50 Osterville-West Barnstable Road,Osterville,BARNSTABLE,02655,508-428-5400,"K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,4230117
173267.721600004,895154.973200001,1351,03480850,St. Peter Marian School,781 Grove Street,Worcester,WORCESTER,01605,508-852-5555,"07,08,09,10,11,12",PRI,Private,,,,1407600
228422.780199997,908250.040399998,1352,00100005,John A Bishop School,25 Columbia Road,Arlington,ARLINGTON,02474,781-316-3791,"K,01,02,03,04,05",ELE,Public Elementary,,Arlington,00100000,1266485
240617.940200001,864960.903,1353,03230825,New England Baptist Academy,560 North Main,West Bridgewater,WEST BRIDGEWATER,02379,508-584-5188,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,2907237
229462.349600002,914958.9998,1354,03470055,Malcolm White School,36 Bow Street,Woburn,WOBURN,01801,781-937-8242,"K,01,02,03,04,05",ELE,Public Elementary,,Woburn,03470000,2974390
230877.371200003,914503.648,1355,03470005,Goodyear Elementary School,41 Central Street,Woburn,WOBURN,01801,781-937-8237,"K,01,02,03,04,05",ELE,Public Elementary,,Woburn,03470000,2983250
232173.790200002,867564.693,1356,00880025,Richardson-Olmsted School,101 Lothrop Street,North Easton,EASTON,02356,508-230-3227,"03,04,05",ELE,Public Elementary,,Easton,00880000,2484572
227936.961599998,832126.959,1357,02730305,Somerset Middle School,1141 Brayton Avenue,Somerset,SOMERSET,02726,508-324-3140,"06,07,08",MID,Public Middle,,Somerset,02730000,2660900
232173.790200002,867564.693,1358,00880405,Easton Middle School,98 Columbus Avenue,North Easton,EASTON,02356,508-230-3222,"06,07,08",MID,Public Middle,,Easton,00880000,4165076
217475.147200003,855166.284400001,1359,00160810,St. John The Evangelist School,13 Hodges Street,Attleboro,ATTLEBORO,02703,508-222-5062,"K,01,02,03,04,05,06,07,08",PRI,Private,,,,2951104
237969.826399997,880873.190200001,1360,02440020,Elizabeth G Lyons Elementary School,60 Vesey Road,Randolph,RANDOLPH,02368,781-961-6252,"K,01,02,03,04,05",ELE,Public Elementary,,Randolph,02440000,3138908
229082.710600004,873829.356400002,1361,02660010,East Elementary School,45 Wilshire Drive,Sharon,SHARON,02067,781-784-1551,"K,01,02,03,04,05",ELE,Public Elementary,,Sharon,02660000,3196376
231701.317199998,907755.2148,1362,01760820,St. Joseph Elementary School,132 High Street,Medford,MEDFORD,02155,781-396-3636,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,2584082
122925.991599999,875263.937,1363,03390850,Wilbraham & Monson Academy,423 Main Street,Wilbraham,WILBRAHAM,01095,413-596-6811,"06,07,08,09,10,11,12",PRI,Private,,,,959717
177623.660400003,877109.2458,1364,02900510,Sutton High School,383 Boston Road,Sutton,SUTTON,01590,508-581-1640,"09,10,11,12",SEC,Public Secondary,,Sutton,02900000,1511738
234521.666599996,946597.2938,1365,01280033,Greenleaf Academy,58 Chadwick Street,Bradford,HAVERHILL,01835,978-374-3487,"05,07,08,09,10,11,12",SEC,Public Secondary,,Haverhill,01280000,2228402
198416.108,885325.4494,1366,01390003,Hopkinton Pre-School,88 Hayden Rowe Street,Hopkinton,HOPKINTON,01748,508-497-9806,PK,ELE,Public Elementary,,Hopkinton,01390000,2084361
232652.1708,946366.889800001,1367,01280073,Bartlett School and Assessment Center,551 Washington Street,Haverhill,HAVERHILL,01830,978-469-8735,"K,01,02,03,04,05,06,07,08,09,10,11,12",SEC,Public Secondary,,Haverhill,01280000,2236730
145351.562799998,868544.173799999,1368,01350005,Holland Elementary School,28 Sturbridge Road,Holland,HOLLAND,01521,413-245-9644,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Holland,01350000,1084448
211954.174400002,912095.396,1369,00670810,Concord Academy,166 Main Street,Concord,CONCORD,01742,978-369-6080,"09,10,11,12",PRI,Private,,,,2351893
181040.048,893514.458,1370,02710820,St. John's High School,378 Main Street,Shrewsbury,SHREWSBURY,01545,508-842-8934,"07,08,09,10,11,12",PRI,Private,,,,1864495
185584.778200001,913108.389,1371,07250305,Luther Burbank Middle School,1 Hollywood Drive,Lancaster,LANCASTER,01523,978-365-4558,"06,07,08",MID,Public Middle,,Nashoba,07250000,4212310
165027.798199996,928161.172800001,1372,06100305,Overlook Middle School,10 Oakmont Drive,Ashburnham,ASHBURNHAM,01430,978-827-1425,"06,07,08",MID,Public Middle,,Ashburnham-Westminster,06100000,1293993
226972.575199999,873957.662599999,1373,02660840,Striar Hebrew Academy,100 Ames Street,Sharon,SHARON,02067,781-784-8700,"PK,K,01,02,03,04,05,06",PRI,Private,,,,3196730
98219.3963999972,872675.5526,1374,03250033,Munger Hill School,33 Mallard Lane,Westfield,WESTFIELD,01085,413-572-6520,"K,01,02,03,04",ELE,Public Elementary,,Westfield,03250000,973830
226638.545599997,873794.402800001,1375,02660505,Sharon High School,181 Pond Street,Sharon,SHARON,02067,781-784-1554,"09,10,11,12",SEC,Public Secondary,,Sharon,02660000,3196032
232436.112199999,874113.1602,1376,02850025,Joseph H Gibbons School,235 Morton Street,Stoughton,STOUGHTON,02072,781-344-7008,"K,01,02,03,04,05",ELE,Public Elementary,,Stoughton,02850000,49608
109833.610600002,876337.378,1377,02810065,Glenwood School,50 Morrison Terrace,Springfield,SPRINGFIELD,01104,413-787-7527,"K,01,02,03,04,05",ELE,Public Elementary,,Springfield,02810000,612372
236329.218599997,889991.1054,1378,01890805,Fontbonne Academy,930 Brook Road,Milton,MILTON,02186,617-696-3241,"09,10,11,12",PRI,Private,,,,2789384
226124.987199999,906268.693,1379,00260815,Belmont Hill School,350 Prospect Street,Belmont,BELMONT,02478,617-484-4410,"07,08,09,10,11,12",PRI,Private,,,,1165126
218588.458400004,923370.871399999,1380,00310505,Billerica Memorial High School,35 River Street,Billerica,BILLERICA,01821,978-528-8711,"PK,08,09,10,11,12",SEC,Public Secondary,,Billerica,00310000,2372670
142174.277599998,926039.503600001,1381,06150505,Athol High School,2363 Main Street,Athol,ATHOL,01331,978-249-2435,"09,10,11,12",SEC,Public Secondary,,Athol-Royalston,06150000,912483
251469.2936,916487.366599999,1382,01680820,Tower School,75 West Shore Drive,Marblehead,MARBLEHEAD,01945,781-631-5800,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3819519
250250.792,924428.910399999,1383,00300810,Shore Country Day School,545 Cabot Street,Beverly,BEVERLY,01915,978-927-1700,"PK,K,01,02,03,04,05,06,07,08,09",PRI,Private,,,,29907
196637.597800002,905178.964400001,1384,01410007,Mulready Elementary School,306 Cox Street,Hudson,HUDSON,01749,978-567-6170,"PK,K,01,02,03,04",ELE,Public Elementary,,Hudson,01410000,1964346
222344.110799998,900904.8594,1385,02070055,Franklin School,125 Derby Street,West Newton,NEWTON,02465,617-559-9500,"K,01,02,03,04,05",ELE,Public Elementary,,Newton,02070000,2745770
240898.7874,886044.553399999,1386,00400830,South Shore SDA School,250 Washington Street,Braintree,BRAINTREE,02184,781-356-7794,"01,02,03,04,05,06,07,08",PRI,Private,,,,2399291
